,activityID,LocationID
0,0,0
1,4,0
2,3,0
3,9,0
4,18,0
5,15,0
6,7,0
7,16,0
8,8,0
9,19,0
10,17,0
11,1,0
12,0,1
13,2,1
14,4,1
15,3,1
16,5,1
17,9,1
18,10,1
19,11,1
20,14,1
21,18,1
22,15,1
23,7,1
24,16,1
25,8,1
26,19,1
27,17,1
28,1,1
29,0,3
30,2,3
31,4,3
32,3,3
33,5,3
34,9,3
35,18,3
36,15,3
37,6,3
38,7,3
39,16,3
40,8,3
41,13,3
42,19,3
43,17,3
44,0,4
45,4,4
46,18,4
47,15,4
48,7,4
49,16,4
50,8,4
51,19,4
52,1,4
53,0,5
54,4,5
55,3,5
56,5,5
57,18,5
58,15,5
59,7,5
60,16,5
61,8,5
62,19,5
63,17,5
64,1,5
65,0,6
66,3,6
67,18,6
68,7,6
69,16,6
70,8,6
71,17,6
72,0,7
73,2,7
74,4,7
75,3,7
76,5,7
77,9,7
78,11,7
79,18,7
80,15,7
81,6,7
82,7,7
83,16,7
84,8,7
85,19,7
86,17,7
87,1,7
88,18,8
89,16,8
90,8,8
91,18,9
92,15,9
93,7,9
94,16,9
95,8,9
96,4,11
97,3,11
98,9,11
99,18,11
100,15,11
101,7,11
102,16,11
103,8,11
104,17,11
105,1,11
106,0,12
107,18,12
108,15,12
109,7,12
110,16,12
111,8,12
112,19,12
113,0,13
114,18,13
115,8,13
116,0,15
117,4,15
118,11,15
119,18,15
120,15,15
121,7,15
122,16,15
123,8,15
124,19,15
125,17,15
126,1,15
127,0,17
128,4,17
129,3,17
130,18,17
131,15,17
132,7,17
133,16,17
134,8,17
135,19,17
136,17,17
137,0,18
138,2,18
139,4,18
140,3,18
141,9,18
142,10,18
143,11,18
144,18,18
145,15,18
146,7,18
147,16,18
148,8,18
149,19,18
150,17,18
151,0,19
152,4,19
153,3,19
154,14,19
155,18,19
156,15,19
157,7,19
158,16,19
159,8,19
160,19,19
161,17,19
162,14,21
163,18,21
164,7,21
165,16,21
166,8,21
167,19,21
168,1,21
169,18,22
170,0,23
171,3,23
172,18,23
173,15,23
174,7,23
175,16,23
176,8,23
177,2,24
178,4,24
179,3,24
180,18,24
181,15,24
182,6,24
183,7,24
184,16,24
185,12,24
186,8,24
187,17,24
188,4,25
189,3,25
190,5,25
191,9,25
192,18,25
193,15,25
194,6,25
195,7,25
196,16,25
197,8,25
198,19,25
199,17,25
200,1,25
201,0,28
202,18,28
203,15,28
204,7,28
205,16,28
206,8,28
207,19,28
208,17,28
209,1,28
210,0,31
211,3,31
212,5,31
213,18,31
214,15,31
215,7,31
216,16,31
217,8,31
218,19,31
219,17,31
220,1,31
221,0,32
222,4,32
223,3,32
224,5,32
225,9,32
226,18,32
227,15,32
228,7,32
229,16,32
230,8,32
231,13,32
232,17,32
233,1,32
234,4,34
235,3,34
236,9,34
237,18,34
238,15,34
239,6,34
240,7,34
241,16,34
242,8,34
243,17,34
244,0,35
245,4,35
246,9,35
247,11,35
248,18,35
249,15,35
250,7,35
251,16,35
252,8,35
253,19,35
254,17,35
255,1,35
256,0,36
257,4,36
258,3,36
259,9,36
260,18,36
261,15,36
262,7,36
263,16,36
264,8,36
265,19,36
266,17,36
267,1,36
268,0,37
269,2,37
270,4,37
271,3,37
272,9,37
273,10,37
274,11,37
275,14,37
276,18,37
277,15,37
278,7,37
279,16,37
280,8,37
281,19,37
282,17,37
283,1,37
284,0,38
285,18,38
286,15,38
287,7,38
288,16,38
289,8,38
290,1,38
291,0,39
292,4,39
293,3,39
294,9,39
295,18,39
296,15,39
297,7,39
298,16,39
299,8,39
300,19,39
301,17,39
302,1,39
303,0,40
304,18,40
305,7,40
306,16,40
307,8,40
308,19,40
309,17,40
310,0,42
311,18,42
312,8,42
313,17,42
314,18,43
315,8,43
316,0,44
317,3,44
318,9,44
319,11,44
320,14,44
321,18,44
322,15,44
323,7,44
324,16,44
325,8,44
326,19,44
327,0,45
328,4,45
329,11,45
330,18,45
331,15,45
332,7,45
333,16,45
334,8,45
335,19,45
336,17,45
337,3,46
338,18,46
339,15,46
340,7,46
341,16,46
342,8,46
343,19,46
344,3,48
345,5,48
346,18,48
347,15,48
348,7,48
349,16,48
350,8,48
351,19,48
352,17,48
353,1,48
354,4,49
355,3,49
356,5,49
357,9,49
358,18,49
359,15,49
360,7,49
361,16,49
362,8,49
363,19,49
364,17,49
365,1,49
366,18,50
367,0,51
368,18,51
369,16,51
370,8,51
371,0,52
372,18,52
373,16,52
374,8,52
375,19,52
376,17,52
377,0,54
378,2,54
379,3,54
380,18,54
381,15,54
382,7,54
383,16,54
384,12,54
385,8,54
386,19,54
387,1,54
388,0,55
389,18,55
390,8,55
391,0,56
392,4,56
393,3,56
394,11,56
395,14,56
396,18,56
397,15,56
398,7,56
399,16,56
400,8,56
401,19,56
402,17,56
403,1,56
404,0,57
405,3,57
406,18,57
407,15,57
408,7,57
409,16,57
410,8,57
411,13,57
412,1,57
413,0,58
414,4,58
415,11,58
416,18,58
417,15,58
418,7,58
419,16,58
420,8,58
421,19,58
422,0,59
423,2,59
424,18,59
425,15,59
426,7,59
427,16,59
428,8,59
429,19,59
430,1,59
431,4,60
432,3,60
433,18,60
434,15,60
435,7,60
436,16,60
437,12,60
438,8,60
439,13,60
440,1,60
441,0,61
442,4,61
443,3,61
444,9,61
445,18,61
446,15,61
447,7,61
448,16,61
449,8,61
450,17,61
451,0,62
452,4,62
453,3,62
454,5,62
455,9,62
456,14,62
457,18,62
458,15,62
459,7,62
460,16,62
461,8,62
462,19,62
463,17,62
464,1,62
465,0,63
466,4,63
467,3,63
468,9,63
469,11,63
470,18,63
471,15,63
472,7,63
473,16,63
474,8,63
475,19,63
476,17,63
477,1,63
478,0,64
479,4,64
480,3,64
481,5,64
482,18,64
483,15,64
484,7,64
485,16,64
486,8,64
487,19,64
488,17,64
489,1,64
490,0,65
491,4,65
492,3,65
493,9,65
494,18,65
495,15,65
496,7,65
497,16,65
498,8,65
499,19,65
500,17,65
501,1,65
502,4,67
503,3,67
504,5,67
505,9,67
506,18,67
507,15,67
508,6,67
509,7,67
510,16,67
511,8,67
512,13,67
513,17,67
514,18,68
515,18,69
516,15,69
517,8,69
518,19,69
519,0,70
520,4,70
521,3,70
522,18,70
523,15,70
524,7,70
525,16,70
526,8,70
527,19,70
528,17,70
529,1,70
530,18,71
531,8,71
532,0,72
533,4,72
534,3,72
535,18,72
536,15,72
537,7,72
538,16,72
539,8,72
540,19,72
541,17,72
542,4,73
543,3,73
544,5,73
545,9,73
546,11,73
547,18,73
548,15,73
549,7,73
550,16,73
551,8,73
552,19,73
553,17,73
554,1,73
555,0,74
556,4,74
557,9,74
558,10,74
559,11,74
560,18,74
561,15,74
562,7,74
563,16,74
564,8,74
565,17,74
566,1,74
567,0,75
568,14,75
569,18,75
570,7,75
571,16,75
572,8,75
573,0,76
574,2,76
575,4,76
576,3,76
577,5,76
578,9,76
579,10,76
580,11,76
581,14,76
582,18,76
583,15,76
584,7,76
585,16,76
586,8,76
587,19,76
588,17,76
589,1,76
590,0,77
591,2,77
592,4,77
593,3,77
594,5,77
595,9,77
596,11,77
597,18,77
598,15,77
599,6,77
600,7,77
601,16,77
602,8,77
603,19,77
604,17,77
605,1,77
606,0,78
607,4,78
608,3,78
609,5,78
610,9,78
611,18,78
612,15,78
613,7,78
614,16,78
615,8,78
616,19,78
617,17,78
618,1,78
619,0,80
620,4,80
621,3,80
622,5,80
623,9,80
624,11,80
625,14,80
626,18,80
627,15,80
628,7,80
629,16,80
630,8,80
631,19,80
632,17,80
633,1,80
634,18,82
635,4,83
636,3,83
637,5,83
638,9,83
639,11,83
640,18,83
641,15,83
642,7,83
643,16,83
644,8,83
645,19,83
646,17,83
647,1,83
648,3,85
649,18,85
650,15,85
651,7,85
652,16,85
653,12,85
654,8,85
655,17,85
656,18,86
657,15,86
658,0,87
659,4,87
660,18,87
661,15,87
662,7,87
663,16,87
664,8,87
665,0,88
666,3,88
667,11,88
668,18,88
669,15,88
670,7,88
671,16,88
672,8,88
673,0,89
674,4,89
675,3,89
676,14,89
677,18,89
678,15,89
679,7,89
680,16,89
681,8,89
682,19,89
683,17,89
684,1,89
685,0,90
686,3,90
687,11,90
688,14,90
689,18,90
690,15,90
691,16,90
692,8,90
693,19,90
694,18,91
695,8,91
696,0,93
697,3,93
698,9,93
699,11,93
700,14,93
701,18,93
702,15,93
703,7,93
704,16,93
705,8,93
706,19,93
707,17,93
708,1,93
709,0,94
710,4,94
711,3,94
712,5,94
713,9,94
714,11,94
715,14,94
716,18,94
717,15,94
718,7,94
719,16,94
720,8,94
721,19,94
722,17,94
723,1,94
724,0,95
725,4,95
726,3,95
727,11,95
728,18,95
729,15,95
730,7,95
731,16,95
732,8,95
733,19,95
734,17,95
735,1,95
736,18,97
737,8,97
738,0,98
739,4,98
740,3,98
741,5,98
742,18,98
743,15,98
744,7,98
745,16,98
746,8,98
747,19,98
748,17,98
749,18,101
750,0,102
751,4,102
752,3,102
753,18,102
754,15,102
755,7,102
756,16,102
757,12,102
758,8,102
759,19,102
760,17,102
761,1,102
762,3,104
763,18,104
764,15,104
765,7,104
766,16,104
767,8,104
768,19,104
769,17,104
770,0,105
771,2,105
772,3,105
773,11,105
774,18,105
775,15,105
776,7,105
777,16,105
778,8,105
779,19,105
780,17,105
781,4,107
782,3,107
783,5,107
784,11,107
785,14,107
786,18,107
787,15,107
788,7,107
789,16,107
790,8,107
791,19,107
792,17,107
793,1,107
794,0,109
795,4,109
796,3,109
797,5,109
798,18,109
799,15,109
800,7,109
801,16,109
802,8,109
803,19,109
804,17,109
805,4,110
806,3,110
807,5,110
808,18,110
809,15,110
810,7,110
811,16,110
812,8,110
813,19,110
814,17,110
815,1,110
816,0,112
817,4,112
818,3,112
819,11,112
820,18,112
821,15,112
822,7,112
823,16,112
824,8,112
825,19,112
826,17,112
827,1,112
828,0,114
829,4,114
830,3,114
831,5,114
832,9,114
833,18,114
834,15,114
835,7,114
836,16,114
837,8,114
838,19,114
839,17,114
840,1,114
841,18,115
842,0,116
843,18,116
844,15,116
845,7,116
846,16,116
847,8,116
848,17,116
849,1,116
850,0,117
851,4,117
852,3,117
853,10,117
854,11,117
855,18,117
856,15,117
857,7,117
858,16,117
859,8,117
860,19,117
861,17,117
862,1,117
863,0,119
864,2,119
865,4,119
866,3,119
867,5,119
868,9,119
869,10,119
870,11,119
871,14,119
872,18,119
873,15,119
874,7,119
875,16,119
876,8,119
877,19,119
878,17,119
879,1,119
880,0,122
881,4,122
882,3,122
883,11,122
884,18,122
885,15,122
886,7,122
887,16,122
888,8,122
889,19,122
890,17,122
891,4,125
892,3,125
893,5,125
894,9,125
895,11,125
896,18,125
897,15,125
898,7,125
899,16,125
900,8,125
901,19,125
902,17,125
903,1,125
904,0,126
905,4,126
906,3,126
907,18,126
908,15,126
909,7,126
910,16,126
911,12,126
912,8,126
913,19,126
914,17,126
915,0,127
916,2,127
917,4,127
918,3,127
919,5,127
920,9,127
921,10,127
922,11,127
923,14,127
924,18,127
925,15,127
926,7,127
927,16,127
928,8,127
929,19,127
930,17,127
931,1,127
932,0,128
933,4,128
934,3,128
935,5,128
936,9,128
937,11,128
938,18,128
939,15,128
940,7,128
941,16,128
942,12,128
943,8,128
944,19,128
945,17,128
946,1,128
947,0,129
948,4,129
949,3,129
950,11,129
951,18,129
952,15,129
953,6,129
954,7,129
955,16,129
956,12,129
957,8,129
958,19,129
959,17,129
960,0,130
961,4,130
962,3,130
963,5,130
964,9,130
965,11,130
966,14,130
967,18,130
968,15,130
969,7,130
970,16,130
971,8,130
972,19,130
973,17,130
974,1,130
975,0,132
976,4,132
977,3,132
978,11,132
979,18,132
980,15,132
981,7,132
982,16,132
983,12,132
984,8,132
985,13,132
986,19,132
987,17,132
988,1,132
989,0,133
990,2,133
991,4,133
992,3,133
993,5,133
994,9,133
995,11,133
996,14,133
997,18,133
998,15,133
999,7,133
1000,16,133
1001,8,133
1002,19,133
1003,17,133
1004,1,133
1005,0,135
1006,4,135
1007,3,135
1008,18,135
1009,15,135
1010,7,135
1011,16,135
1012,8,135
1013,19,135
1014,17,135
1015,0,137
1016,4,137
1017,3,137
1018,5,137
1019,9,137
1020,11,137
1021,14,137
1022,18,137
1023,15,137
1024,7,137
1025,16,137
1026,8,137
1027,19,137
1028,17,137
1029,1,137
1030,4,138
1031,3,138
1032,18,138
1033,15,138
1034,7,138
1035,16,138
1036,8,138
1037,19,138
1038,17,138
1039,1,138
1040,0,139
1041,2,139
1042,4,139
1043,3,139
1044,5,139
1045,9,139
1046,10,139
1047,11,139
1048,14,139
1049,18,139
1050,15,139
1051,7,139
1052,16,139
1053,8,139
1054,19,139
1055,17,139
1056,1,139
1057,0,140
1058,2,140
1059,4,140
1060,3,140
1061,5,140
1062,11,140
1063,18,140
1064,15,140
1065,7,140
1066,16,140
1067,8,140
1068,19,140
1069,17,140
1070,1,140
1071,0,142
1072,3,142
1073,18,142
1074,15,142
1075,6,142
1076,7,142
1077,16,142
1078,8,142
1079,19,142
1080,17,142
1081,0,143
1082,2,143
1083,4,143
1084,3,143
1085,18,143
1086,15,143
1087,7,143
1088,16,143
1089,8,143
1090,19,143
1091,17,143
1092,1,143
1093,0,144
1094,4,144
1095,18,144
1096,15,144
1097,7,144
1098,16,144
1099,8,144
1100,17,144
1101,1,144
1102,0,145
1103,4,145
1104,3,145
1105,11,145
1106,18,145
1107,15,145
1108,6,145
1109,7,145
1110,16,145
1111,12,145
1112,8,145
1113,19,145
1114,17,145
1115,4,149
1116,3,149
1117,5,149
1118,9,149
1119,11,149
1120,18,149
1121,15,149
1122,7,149
1123,16,149
1124,8,149
1125,19,149
1126,17,149
1127,1,149
1128,18,150
1129,0,151
1130,3,151
1131,9,151
1132,11,151
1133,18,151
1134,15,151
1135,7,151
1136,16,151
1137,8,151
1138,19,151
1139,17,151
1140,1,151
1141,0,152
1142,4,152
1143,3,152
1144,18,152
1145,15,152
1146,7,152
1147,16,152
1148,8,152
1149,19,152
1150,17,152
1151,0,155
1152,4,155
1153,3,155
1154,5,155
1155,18,155
1156,15,155
1157,7,155
1158,16,155
1159,8,155
1160,19,155
1161,17,155
1162,1,155
1163,0,156
1164,4,156
1165,3,156
1166,9,156
1167,10,156
1168,11,156
1169,14,156
1170,18,156
1171,15,156
1172,7,156
1173,16,156
1174,12,156
1175,8,156
1176,13,156
1177,19,156
1178,17,156
1179,1,156
1180,0,159
1181,4,159
1182,3,159
1183,5,159
1184,11,159
1185,18,159
1186,15,159
1187,7,159
1188,16,159
1189,8,159
1190,19,159
1191,17,159
1192,1,159
1193,0,160
1194,4,160
1195,3,160
1196,18,160
1197,15,160
1198,7,160
1199,16,160
1200,8,160
1201,19,160
1202,17,160
1203,0,161
1204,4,161
1205,3,161
1206,11,161
1207,18,161
1208,15,161
1209,7,161
1210,16,161
1211,8,161
1212,19,161
1213,17,161
1214,1,161
1215,0,162
1216,4,162
1217,3,162
1218,9,162
1219,11,162
1220,18,162
1221,15,162
1222,7,162
1223,16,162
1224,8,162
1225,19,162
1226,17,162
1227,1,162
1228,0,163
1229,4,163
1230,3,163
1231,9,163
1232,11,163
1233,18,163
1234,15,163
1235,7,163
1236,16,163
1237,8,163
1238,19,163
1239,17,163
1240,1,163
1241,4,168
1242,3,168
1243,11,168
1244,18,168
1245,15,168
1246,6,168
1247,7,168
1248,16,168
1249,12,168
1250,8,168
1251,19,168
1252,17,168
1253,0,169
1254,4,169
1255,3,169
1256,5,169
1257,9,169
1258,11,169
1259,18,169
1260,15,169
1261,7,169
1262,16,169
1263,12,169
1264,8,169
1265,19,169
1266,17,169
1267,1,169
1268,0,170
1269,4,170
1270,3,170
1271,11,170
1272,14,170
1273,18,170
1274,15,170
1275,7,170
1276,16,170
1277,8,170
1278,19,170
1279,17,170
1280,1,170
1281,0,171
1282,4,171
1283,3,171
1284,9,171
1285,11,171
1286,14,171
1287,18,171
1288,15,171
1289,7,171
1290,16,171
1291,12,171
1292,8,171
1293,19,171
1294,17,171
1295,1,171
1296,4,172
1297,18,172
1298,15,172
1299,7,172
1300,16,172
1301,8,172
1302,19,172
1303,17,172
1304,1,172
1305,0,175
1306,4,175
1307,3,175
1308,5,175
1309,9,175
1310,11,175
1311,14,175
1312,18,175
1313,15,175
1314,7,175
1315,16,175
1316,8,175
1317,13,175
1318,19,175
1319,17,175
1320,1,175
1321,0,176
1322,18,176
1323,0,178
1324,4,178
1325,3,178
1326,9,178
1327,10,178
1328,11,178
1329,14,178
1330,18,178
1331,15,178
1332,7,178
1333,16,178
1334,8,178
1335,19,178
1336,17,178
1337,1,178
1338,0,179
1339,2,179
1340,4,179
1341,3,179
1342,18,179
1343,15,179
1344,7,179
1345,16,179
1346,8,179
1347,19,179
1348,17,179
1349,1,179
1350,0,181
1351,4,181
1352,3,181
1353,11,181
1354,18,181
1355,15,181
1356,7,181
1357,16,181
1358,8,181
1359,19,181
1360,17,181
1361,1,181
1362,4,183
1363,3,183
1364,11,183
1365,18,183
1366,15,183
1367,7,183
1368,16,183
1369,8,183
1370,19,183
1371,17,183
1372,1,183
1373,0,184
1374,3,184
1375,9,184
1376,11,184
1377,18,184
1378,15,184
1379,7,184
1380,16,184
1381,8,184
1382,17,184
1383,1,184
1384,0,185
1385,4,185
1386,3,185
1387,9,185
1388,11,185
1389,18,185
1390,15,185
1391,7,185
1392,16,185
1393,8,185
1394,19,185
1395,17,185
1396,1,185
1397,0,187
1398,4,187
1399,3,187
1400,5,187
1401,11,187
1402,18,187
1403,15,187
1404,7,187
1405,16,187
1406,8,187
1407,19,187
1408,17,187
1409,1,187
1410,0,188
1411,4,188
1412,3,188
1413,11,188
1414,18,188
1415,15,188
1416,7,188
1417,16,188
1418,12,188
1419,8,188
1420,19,188
1421,17,188
1422,1,188
1423,3,189
1424,11,189
1425,18,189
1426,15,189
1427,7,189
1428,16,189
1429,8,189
1430,19,189
1431,17,189
1432,1,189
1433,18,190
1434,8,190
1435,0,191
1436,4,191
1437,3,191
1438,5,191
1439,11,191
1440,18,191
1441,15,191
1442,7,191
1443,16,191
1444,12,191
1445,8,191
1446,13,191
1447,19,191
1448,17,191
1449,1,191
1450,0,192
1451,4,192
1452,3,192
1453,5,192
1454,9,192
1455,11,192
1456,14,192
1457,18,192
1458,15,192
1459,7,192
1460,16,192
1461,8,192
1462,19,192
1463,17,192
1464,1,192
1465,0,193
1466,4,193
1467,3,193
1468,11,193
1469,18,193
1470,15,193
1471,7,193
1472,16,193
1473,8,193
1474,13,193
1475,19,193
1476,17,193
1477,1,193
1478,0,194
1479,4,194
1480,3,194
1481,9,194
1482,11,194
1483,14,194
1484,18,194
1485,15,194
1486,7,194
1487,16,194
1488,8,194
1489,19,194
1490,17,194
1491,1,194
1492,0,195
1493,4,195
1494,3,195
1495,5,195
1496,11,195
1497,18,195
1498,15,195
1499,7,195
1500,16,195
1501,12,195
1502,8,195
1503,19,195
1504,17,195
1505,1,195
1506,0,196
1507,4,196
1508,3,196
1509,9,196
1510,11,196
1511,18,196
1512,15,196
1513,7,196
1514,16,196
1515,12,196
1516,8,196
1517,19,196
1518,17,196
1519,1,196
1520,0,197
1521,18,197
1522,0,198
1523,4,198
1524,3,198
1525,5,198
1526,11,198
1527,18,198
1528,15,198
1529,7,198
1530,16,198
1531,12,198
1532,8,198
1533,19,198
1534,17,198
1535,1,198
1536,18,200
1537,0,201
1538,4,201
1539,3,201
1540,9,201
1541,11,201
1542,18,201
1543,15,201
1544,7,201
1545,16,201
1546,12,201
1547,8,201
1548,19,201
1549,1,201
1550,0,202
1551,4,202
1552,3,202
1553,5,202
1554,9,202
1555,11,202
1556,18,202
1557,15,202
1558,7,202
1559,16,202
1560,12,202
1561,8,202
1562,19,202
1563,17,202
1564,1,202
1565,18,203
1566,0,204
1567,4,204
1568,3,204
1569,11,204
1570,18,204
1571,15,204
1572,6,204
1573,7,204
1574,16,204
1575,12,204
1576,8,204
1577,19,204
1578,17,204
1579,1,204
1580,0,205
1581,4,205
1582,3,205
1583,5,205
1584,11,205
1585,18,205
1586,15,205
1587,7,205
1588,16,205
1589,8,205
1590,19,205
1591,17,205
1592,1,205
1593,0,206
1594,4,206
1595,3,206
1596,11,206
1597,18,206
1598,15,206
1599,7,206
1600,16,206
1601,8,206
1602,19,206
1603,17,206
1604,1,206
1605,0,207
1606,4,207
1607,3,207
1608,9,207
1609,14,207
1610,18,207
1611,15,207
1612,7,207
1613,16,207
1614,12,207
1615,8,207
1616,19,207
1617,17,207
1618,1,207
1619,0,208
1620,4,208
1621,3,208
1622,18,208
1623,15,208
1624,7,208
1625,16,208
1626,8,208
1627,19,208
1628,17,208
1629,1,208
1630,0,209
1631,4,209
1632,3,209
1633,11,209
1634,18,209
1635,15,209
1636,7,209
1637,16,209
1638,8,209
1639,19,209
1640,17,209
1641,1,209
1642,0,210
1643,4,210
1644,3,210
1645,11,210
1646,18,210
1647,15,210
1648,7,210
1649,16,210
1650,12,210
1651,8,210
1652,19,210
1653,17,210
1654,1,210
1655,18,211
1656,0,213
1657,4,213
1658,3,213
1659,9,213
1660,18,213
1661,15,213
1662,7,213
1663,16,213
1664,12,213
1665,8,213
1666,19,213
1667,17,213
1668,1,213
1669,0,215
1670,4,215
1671,3,215
1672,5,215
1673,18,215
1674,15,215
1675,7,215
1676,16,215
1677,8,215
1678,19,215
1679,17,215
1680,1,215
1681,0,218
1682,4,218
1683,3,218
1684,11,218
1685,18,218
1686,15,218
1687,7,218
1688,16,218
1689,12,218
1690,8,218
1691,13,218
1692,19,218
1693,17,218
1694,0,219
1695,4,219
1696,3,219
1697,18,219
1698,15,219
1699,7,219
1700,16,219
1701,8,219
1702,19,219
1703,17,219
1704,1,219
1705,0,220
1706,4,220
1707,3,220
1708,11,220
1709,18,220
1710,15,220
1711,7,220
1712,16,220
1713,8,220
1714,19,220
1715,17,220
1716,1,220
1717,0,222
1718,2,222
1719,4,222
1720,3,222
1721,5,222
1722,11,222
1723,18,222
1724,15,222
1725,7,222
1726,16,222
1727,12,222
1728,8,222
1729,13,222
1730,19,222
1731,17,222
1732,1,222
1733,0,224
1734,4,224
1735,3,224
1736,11,224
1737,18,224
1738,15,224
1739,6,224
1740,7,224
1741,16,224
1742,12,224
1743,8,224
1744,19,224
1745,17,224
1746,1,224
1747,0,225
1748,4,225
1749,3,225
1750,9,225
1751,18,225
1752,15,225
1753,7,225
1754,16,225
1755,8,225
1756,19,225
1757,17,225
1758,1,225
1759,18,226
